Builder,Order #,Job #,Lot,Tract,Store,Job Type,Install Date,Status,Revenue,Transitions Found
"PULTE HOMES OF INDIANAP MS1050","CG638142","HL30 106 - LVT","106","HIGHLAND 30","003","RESILIENT - LV CLICK","2026-07-07","SCHEDULED","2724.09",""
"PULTE HOMES OF INDIANAP MS1050","CG639079","RVND 4 - LVT","4","RIVENDELL","003","RESILIENT - LV CLICK","2026-07-07","SCHEDULED","6515.66",""
"PULTE HOMES OF INDIANAP MS1050","CG639159","BRO 197 - LVT CLICK","197","BRIDLE OAKS","003","RESILIENT - LV CLICK","2026-07-07","SCHEDULED","5430.64",""
"PULTE HOMES OF INDIANAP MS1050","CG639454","BRO 189 - LVT","189","BRIDLE OAKS","003","RESILIENT - LV CLICK","2026-07-07","SCHEDULED","5430.64",""
"PULTE HOMES OF INDIANAP MS1050","CG638245","HL30 179 - LVT","179","HIGHLANDS 30","003","RESILIENT - LV CLICK","2026-07-08","SCHEDULED","3400.60",""
"PULTE HOMES OF INDIANAP MS1050","CG635428","HL30 181 - LVT","181","Highlands TCG 4 - 30","003","RESILIENT - LV CLICK","2026-07-09","SCHEDULED","3916.49",""
"PULTE HOMES OF INDIANAP MS1050","CG635410","HL30 19 - LVT","19","HIGHLAND TCG 4-30'","003","RESILIENT - LV CLICK","2026-07-09","SCHEDULED","3163.78",""
"PULTE HOMES OF INDIANAP MS1050","CG640023","SAND 60 - LVT","60","SANDSTONE LANDINGS","003","RESILIENT - LV CLICK","2026-07-17","SCHEDULED","4517.93",""
"PULTE HOMES OF INDIANAP MS1050","CG639966","HL30 31 - LVT","31","HIGHLANDS TCG 4 - 30'","003","RESILIENT - LV CLICK","2026-07-20","SCHEDULED","3916.49",""
"PULTE HOMES OF INDIANAP MS1050","CG640306","TUN 601 - LVT","601","TOWNS AT UNION","003","RESILIENT - LV CLICK","2026-07-20","SCHEDULED","5487.96",""
"PULTE HOMES OF INDIANAP MS1050","CG641257","TRE 172 - LVT","172","TRESCOTT","003","RESILIENT - LV CLICK","2026-07-20","SCHEDULED","6495.31",""
"PULTE HOMES OF INDIANAP MS1050","CG640329","TUN 603 - LVT","603","TOWNS AT UNION","003","RESILIENT - LV CLICK","2026-07-21","SCHEDULED","5487.96",""
"PULTE HOMES OF INDIANAP MS1050","CG640386","TUN 604 - LVT","604","TOWNS AT UNION","003","RESILIENT - LV CLICK","2026-07-21","SCHEDULED","5491.85",""
"PULTE HOMES OF INDIANAP MS1050","CG641207","HL30 185 - LVT","185","HIGHLANDS TCG 4 30","003","RESILIENT - LV CLICK","2026-07-23","SCHEDULED","3163.78",""
"PULTE HOMES OF INDIANAP MS1050","CG639880","RW3 43 - LVT","43","RIVERWEST 3 STORY 20'","003","RESILIENT - LV CLICK","2026-07-27","SCHEDULED","4140.75",""
"FISCHER HOMES OF INDIANAPOLIS","CG635813","COV 110 - LVT","110","Cove","003","RESILIENT - LV CLICK","","","9016.41",""
"FISCHER HOMES OF INDIANAPOLIS","CG630444","EMP 10 - LVT","10","Emerald Preserve","003","RESILIENT - LV CLICK","","","3561.57",""
"FISCHER HOMES OF INDIANAPOLIS","CG637819","CDR 49 - LVT","49","Cedar Ridge","003","RESILIENT - LV CLICK","","","3003.85",""
"FISCHER HOMES OF INDIANAPOLIS","CG641233","COV 77 - LVT","77","Cove","003","RESILIENT - LV CLICK","","","5919.36",""
"FISCHER HOMES OF INDIANAPOLIS","CG631394","EMP 16 - LVT","16","Emerald Preserve","003","RESILIENT - LV CLICK","","","5192.41",""
"FISCHER HOMES OF INDIANAPOLIS","CG625364","CTH 711 - LVT","711","Chatham Hills","003","RESILIENT - LV CLICK","","","1116.80",""
"FISCHER HOMES OF INDIANAPOLIS","CG638078","COV 91 - LVT","91","COVE","003","RESILIENT - LV CLICK","","","6252.35",""
"FISCHER HOMES OF INDIANAPOLIS","CG633381","PRS 122 - LVT","122","Parkrose","003","RESILIENT - LV CLICK","","","5648.62",""
"FISCHER HOMES OF INDIANAPOLIS","CG639087","PRS 32 - LVT","32","Parkrose","003","RESILIENT - LV CLICK","","","8092.11",""
"FISCHER HOMES OF INDIANAPOLIS","CG636899","COV 16 - LVT","16","Cove","003","RESILIENT - LV CLICK","","","8204.25",""
"FISCHER HOMES OF INDIANAPOLIS","CG635526","EMP 17 - LVT","17","Emerald Preserve","003","RESILIENT - LV CLICK","","","5708.31",""
"FISCHER HOMES OF INDIANAPOLIS","CG638104","PRS 67 - LVT","67","Parkrose","003","RESILIENT - LV CLICK","","","5419.41",""
"FISCHER HOMES OF INDIANAPOLIS","CG634968","CTH 805 - LVT","805","Chatham Hills","003","RESILIENT - LV CLICK","","","9371.20",""
"FISCHER HOMES OF INDIANAPOLIS","CG617347","BKN 26 - LVT","26","Brighton Knoll","003","RESILIENT - LV CLICK","2026-06-11","SCHEDULED","5881.84",""
"FISCHER HOMES OF INDIANAPOLIS","CG620260","PRS 66 - LVT","66","Parkrose","003","RESILIENT - LV CLICK","2026-06-11","SCHEDULED","4471.09",""
"FISCHER HOMES OF INDIANAPOLIS","CG613465","PRS 4 - LVT","4","Parkrose","003","RESILIENT - LV CLICK","2026-06-11","SCHEDULED","6352.12",""
"FISCHER HOMES OF INDIANAPOLIS","CG614230","EMP 32 - LVT","32","Emerald Preserve","003","RESILIENT - LV CLICK","2026-06-11","SCHEDULED","6699.31",""
"FISCHER HOMES OF INDIANAPOLIS","CG617478","COV 136 - LVT","136","Cove","003","RESILIENT - LV CLICK","2026-06-15","SCHEDULED","6080.10",""
"FISCHER HOMES OF INDIANAPOLIS","CG626682","GPV 601-4 - LVT","4","Townes at Grand Park Vill","003","RESILIENT - LV CLICK","2026-06-16","SCHEDULED","9180.37",""
"FISCHER HOMES OF INDIANAPOLIS","CG624478","COV 76 - LVT","76","Cove","003","RESILIENT - LV CLICK","2026-06-19","SCHEDULED","7321.67",""
"FISCHER HOMES OF INDIANAPOLIS","CG617116","CTH 706 - LVT","706","Chatham Hills","003","RESILIENT - LV CLICK","2026-06-23","SCHEDULED","9452.58",""
"FISCHER HOMES OF INDIANAPOLIS","CG620332","EMP 46 - LVT","46","Emerald Preserve","003","RESILIENT - LV CLICK","2026-06-23","SCHEDULED","3818.71",""
"FISCHER HOMES OF INDIANAPOLIS","CG627029","GPV 602-4 - LVT","4","Townes at Grand Park Vill","003","RESILIENT - LV CLICK","2026-06-25","SCHEDULED","8021.94",""
"FISCHER HOMES OF INDIANAPOLIS","CG617755","COV 11 - LVT","11","The Cove","003","RESILIENT - LV CLICK","2026-06-25","SCHEDULED","9971.80",""
"FISCHER HOMES OF INDIANAPOLIS","CG625535","CDR 94 - LVT","94","Cedar Ridge","003","RESILIENT - LV CLICK","2026-06-29","SCHEDULED","4480.94",""
"FISCHER HOMES OF INDIANAPOLIS","CG618974","CTH 713 - LVT","713","Chatham Hills","003","RESILIENT - LV CLICK","2026-06-30","SCHEDULED","1060.52",""
"FISCHER HOMES OF INDIANAPOLIS","CG619003","PRS 43B - LVT","43B","Parkrose","003","RESILIENT - LV CLICK","2026-06-30","SCHEDULED","4595.11",""
"FISCHER HOMES OF INDIANAPOLIS","CG618936","PRS 43A - LVT","43A","Parkrose","003","RESILIENT - LV CLICK","2026-06-30","SCHEDULED","3710.37",""
"FISCHER HOMES OF INDIANAPOLIS","CG619529","EMP 11 - LVT","11","Emerald Preserve","003","RESILIENT - LV CLICK","2026-07-02","SCHEDULED","6853.95",""
"FISCHER HOMES OF INDIANAPOLIS","CG629992","CDR 72 - LVT","72","Cedar Ridge","003","RESILIENT - LV CLICK","2026-07-03","SCHEDULED","3753.52",""
"FISCHER HOMES OF INDIANAPOLIS","CG625165","PRS 133 - LVT","133","Parkrose","003","RESILIENT - LV CLICK","2026-07-03","SCHEDULED","5014.19",""
"FISCHER HOMES OF INDIANAPOLIS","CG629413","GPV 603-4 - LVT","4","Townes at Grand Park Vill","003","RESILIENT - LV CLICK","2026-07-03","SCHEDULED","9339.83",""
"FISCHER HOMES OF INDIANAPOLIS","CG621285","COV 93 - LVT","93","Cove","003","RESILIENT - LV CLICK","2026-07-07","SCHEDULED","4044.64",""
"FISCHER HOMES OF INDIANAPOLIS","CG625141","PRS 143 - LVT","143","Parkrose","003","RESILIENT - LV CLICK","2026-07-07","SCHEDULED","3818.71",""
"FISCHER HOMES OF INDIANAPOLIS","CG619512","EMP 33 - LVT","33","Emerald Preserve","003","RESILIENT - LV CLICK","2026-07-08","SCHEDULED","3903.60",""
"FISCHER HOMES OF INDIANAPOLIS","CG629523","GPV 604-4 - LVT","4","Townes at Grand Park Vill","003","RESILIENT - LV CLICK","2026-07-08","SCHEDULED","8626.95",""
"FISCHER HOMES OF INDIANAPOLIS","CG626062","CDR 43 - LVT","43","Cedar Ridge","003","RESILIENT - LV CLICK","2026-07-09","SCHEDULED","4190.16",""
"FISCHER HOMES OF INDIANAPOLIS","CG621106","PRS 2 - LVT","2","Parkrose","003","RESILIENT - LV CLICK","2026-07-09","SCHEDULED","5296.87",""
"FISCHER HOMES OF INDIANAPOLIS","CG623476","BKN 34 - LVT","34","Brighton Knoll","003","RESILIENT - LV CLICK","2026-07-10","SCHEDULED","7267.79",""
"FISCHER HOMES OF INDIANAPOLIS","CG625223","EMP 44 - LVT","44","Emerald Preserve","003","RESILIENT - LV CLICK","2026-07-10","SCHEDULED","4190.16",""
"FISCHER HOMES OF INDIANAPOLIS","CG630466","PRS 148 - LVT","148","Parkrose","003","RESILIENT - LV CLICK","2026-07-13","SCHEDULED","6106.96",""
"FISCHER HOMES OF INDIANAPOLIS","CG627683","CTH 804 - LVT","804","CHATHAM HILLS","003","RESILIENT - LV CLICK","2026-07-14","SCHEDULED","9719.91",""
"FISCHER HOMES OF INDIANAPOLIS","CG629319","GPV 605-4 - LVT","4","Townes at Grand Park Vill","003","RESILIENT - LV CLICK","2026-07-14","SCHEDULED","9166.30",""
"FISCHER HOMES OF INDIANAPOLIS","CG631358","CDR 56 - LVT","56","Cedar Ridge","003","RESILIENT - LV CLICK","2026-07-14","SCHEDULED","7095.61",""
"FISCHER HOMES OF INDIANAPOLIS","CG629761","COV 107 - LVT","107","Cove","003","RESILIENT - LV CLICK","2026-07-16","SCHEDULED","7067.64",""
"FISCHER HOMES OF INDIANAPOLIS","CG630120","GPV 606-4 - LVT","4","Townes at Grand Park Vill","003","RESILIENT - LV CLICK","2026-07-17","SCHEDULED","8397.14",""
"D.R. HORTON INDIANA (INDIANA DIVISION)","CG640641","HH 730 - LVT GLUE","730","HOMESTEAD HLE","003","RESILIENT - LV GLUE","","","2856.38",""
"D.R. HORTON INDIANA (INDIANA DIVISION)","CG640768","FNB 168 - LAM","168","Fields at New Bethel","003","RESILIENT - LV CLICK","","","3363.12",""
"D.R. HORTON INDIANA (INDIANA DIVISION)","CG640789","HH 683 - LVT GLUE","683","Homestead HLE","003","RESILIENT - LV GLUE","","","2477.97",""
"D.R. HORTON INDIANA (INDIANA DIVISION)","CG624300","CP 120 - LVT GLUE","120","CENTRE PLACE","003","RESILIENT - LV GLUE","2026-06-08","SCHEDULED","2554.74",""
"D.R. HORTON INDIANA (INDIANA DIVISION)","CG617692","HH 669 - LVT GLUE","669","HOMESTEAD","003","RESILIENT - LV GLUE","2026-06-09","SCHEDULED","2820.62",""
"D.R. HORTON INDIANA (INDIANA DIVISION)","CG625277","HH 694 - LVT GLUE","694","Homestead HLE","003","RESILIENT - LV GLUE","2026-06-10","SCHEDULED","2277.98",""
"D.R. HORTON INDIANA (INDIANA DIVISION)","CG617544","HH 668 - LVT GLUE","668","HOMESTEAD HLE","003","RESILIENT - LV GLUE","2026-06-10","SCHEDULED","3184.68",""
"D.R. HORTON INDIANA (INDIANA DIVISION)","CG624369","SF 131 - LVP GLUE","131","SUMMERFIELD","003","RESILIENT - LV GLUE","2026-06-15","SCHEDULED","2968.71",""
"D.R. HORTON INDIANA (INDIANA DIVISION)","CG623528","CP 121 - LVT GLUE","121","CENTRE PLACE","003","RESILIENT - LV GLUE","2026-06-17","SCHEDULED","2856.38",""
"D.R. HORTON INDIANA (INDIANA DIVISION)","CG626074","HH 672 - LVT GLUE DOWN","672","HOMESTEAD","003","RESILIENT - LV GLUE","2026-06-17","SCHEDULED","3043.60",""
"D.R. HORTON INDIANA (INDIANA DIVISION)","CG636517","RMF 530 MODEL - LVT GLUE","530","RESERVE AT MILES FARM","003","RESILIENT - LV GLUE","2026-06-17","SCHEDULED","2554.74",""
